,Federal adjusted gross income,Gender
6363,32000,1
6364,22000,1
6365,324211,1
6366,0,2
6367,2000,2
6368,0,2
6369,0,1
6370,0,1
6371,0,2
6372,70000,2
6373,0,1
6374,150660,1
6375,0,2
6376,352022,2
6377,0,1
6378,0,1
6379,0,1
6380,73517,2
6381,88427,1
6382,130010,2
6383,0,1
6384,0,1
6385,182561,1
6386,0,2
6387,0,2
6388,0,2
6389,0,1
6390,0,1
6391,60000,2
6392,0,1
6393,0,1
6394,0,1
6395,0,1
6396,211051,2
6397,0,1
6398,11830,2
6399,0,1
6400,5000,1
6401,33002,2
6402,23000,2
6403,0,2
6404,0,1
6405,123561,1
6406,0,2
6407,0,1
6408,0,2
6409,16472,1
6410,0,2
6411,68553,1
6412,42510,2
6413,137111,2
6414,0,1
6415,70000,1
6416,152268,2
6417,0,1
6418,0,2
6419,0,1
6420,0,1
6421,625938,2
6422,0,1
6423,0,2
6424,0,1
6425,0,2
6426,0,2
6427,0,2
6428,141250,2
6429,0,2
6430,0,2
6431,0,1
6432,0,1
6433,0,2
6434,38430,2
6435,0,2
6436,0,1
6437,0,2
6438,0,1
6439,98777,1
6440,282049,2
6441,0,1
6442,0,2
6443,0,1
6444,0,1
6445,301563,2
6446,0,1
6447,29000,1
6448,207015,1
6449,0,2
6450,0,1
6451,0,2
6452,279008,2
6453,0,1
6454,0,2
6455,0,2
6456,228000,2
6457,0,1
6458,0,1
6459,0,2
6460,5999,1
6461,0,2
6462,107605,2
6463,30000,2
6464,83700,1
6465,0,2
6466,0,1
6467,0,2
6468,0,2
6469,60408,2
6470,521461,2
6471,0,1
6472,4001,2
6473,0,2
6474,57402,2
6475,0,1
6476,0,1
6477,0,1
6478,182842,1
6479,212221,2
6480,0,1
6481,0,1
6482,0,1
6483,0,2
6484,383650,1
6485,0,2
6486,48121,1
6487,88462,2
6488,0,1
6489,0,1
6490,0,2
6491,191203,2
6492,0,1
6493,0,2
6494,0,1
6495,481594,1
6496,0,2
6497,211825,1
6498,0,2
6499,5008,1
6500,0,2
6501,0,2
6502,60000,1
6503,29010,2
6504,0,1
6505,10800,2
6506,47571,1
6507,55024,2
6508,0,1
6509,141310,1
6510,0,2
6511,0,2
6512,215250,2
6513,0,1
6514,0,1
6515,0,1
6516,0,2
6517,176701,2
6518,0,1
6519,0,2
6520,0,1
6521,383021,1
6522,0,2
6523,113760,2
6524,0,1
6525,75018,2
6526,0,1
6527,0,1
6528,0,1
6529,0,2
6530,126070,2
6531,40008,2
6532,0,2
6533,0,1
6534,0,1
6535,131600,1
6536,30091,1
6537,31617,1
6538,0,2
6539,26000,2
6540,114119,2
6541,0,1
6542,466001,2
6543,0,1
6544,48505,2
6545,2126,1
6546,2002,1
6547,0,1
6548,0,2
6549,0,1
6550,40003,1
6551,150250,2
6552,0,1
6553,159651,1
6554,0,2
6555,0,2
6556,116930,2
6557,0,1
6558,67000,1
6559,100000,1
6560,85309,2
6561,0,1
6562,23500,2
6563,0,2
6564,307749,1
6565,0,2
6566,0,1
6567,0,1
6568,0,2
6569,33168,1
6570,92986,2
6571,0,1
6572,101511,1
6573,0,2
6574,46000,2
6575,26248,2
6576,0,1
6577,28070,2
6578,0,1
6579,0,2
6580,2351,2
6581,87515,2
6582,0,1
6583,45000,2
6584,0,2
6585,22000,2
6586,0,1
6587,543951,1
6588,0,2
6589,0,2
6590,13832,1
6591,0,2
6592,117435,2
6593,273813,1
6594,0,2
6595,0,1
6596,170000,2
6597,45001,2
6598,138157,2
6599,0,1
6600,30000,2
6601,0,1
6602,238382,1
6603,0,2
6604,30081,2
6605,30535,1
6606,0,2
6607,172010,1
6608,0,2
6609,34453,2
6610,0,1
6611,0,2
6612,27881,1
6613,400000,1
6614,27882,2
6615,0,2
6616,0,2
6617,0,1
6618,0,1
6619,32001,1
6620,0,1
6621,0,1
6622,64580,1
6623,0,2
6624,0,1
6625,0,2
6626,88055,1
6627,0,2
6628,0,1
6629,0,2
6630,0,1
6631,12803,2
6632,0,2
6633,75001,2
6634,0,1
6635,0,2
6636,35003,2
6637,48012,2
6638,135285,1
6639,0,2
6640,0,2
6641,0,2
6642,0,1
6643,0,2
6644,206037,2
6645,0,1
6646,0,1
6647,9535,2
6648,165927,1
6649,0,2
6650,0,1
6651,56478,2
6652,0,1
6653,0,2
6654,232982,2
6655,0,1
6656,0,1
6657,12002,1
6658,0,2
6659,216854,2
6660,0,1
6661,441085,1
6662,0,2
6663,30902,2
6664,0,1
6665,25000,2
6666,0,1
6667,38150,2
6668,60000,1
6669,250066,2
6670,0,1
6671,202700,2
6672,0,1
6673,0,1
6674,0,1
6675,0,2
6676,268446,2
6677,0,1
6678,0,2
6679,0,2
6680,0,1
6681,30001,2
6682,192443,1
6683,0,2
6684,0,2
6685,0,1
6686,39013,2
6687,85019,1
6688,0,2
6689,40002,1
6690,20006,1
6691,20048,1
6692,573852,2
6693,0,1
6694,0,2
6695,0,2
6696,293778,1
6697,0,2
6698,25046,2
6699,0,2
6700,0,1
6701,0,1
6702,0,2
6703,0,2
6704,25000,2
6705,0,1
6706,0,2
6707,234397,1
6708,0,2
6709,0,2
6710,0,2
6711,52061,2
6712,98087,1
6713,0,2
6714,0,1
6715,0,1
6716,0,1
6717,62000,1
6718,0,1
6719,5412,1
6720,150210,2
6721,0,1
6722,0,1
6723,0,2
6724,0,1
6725,25000,2
6726,51134,2
6727,0,1
6728,0,2
6729,0,2
6730,0,1
6731,0,1
6732,34019,2
6733,0,1
6734,122281,1
6735,0,2
6736,50000,1
6737,0,2
6738,75061,2
6739,0,1
6740,0,1
6741,0,2
6742,160086,2
6743,0,1
6744,0,1
6745,0,1
6746,0,2
6747,0,1
6748,59688,1
6749,0,2
6750,38503,2
6751,140016,1
6752,0,2
6753,0,2
6754,0,1
6755,0,2
6756,10000,2
6757,0,1
6758,3000,2
6759,159413,1
6760,3200,1
6761,0,2
6762,0,1
6763,26002,1
6764,70120,1
6765,24769,2
6766,0,1
6767,193544,1
6768,0,2
6769,0,2
6770,80100,1
6771,5000,2
6772,4005,2
6773,30932,1
6774,0,2
6775,48000,2
6776,65006,2
6777,85080,1
6778,36658,2
6779,48015,1
6780,100070,1
6781,15000,2
6782,20010,2
6783,0,2
6784,66734,2
6785,25000,2
6786,15744,2
6787,62400,2
6788,0,1
6789,386900,1
6790,0,2
6791,0,2
6792,33006,2
6793,67881,1
6794,1500,1
6795,369125,1
6796,0,2
6797,210224,1
6798,0,2
6799,45000,2
6800,468081,1
6801,0,2
6802,0,2
6803,0,2
6804,0,1
6805,0,2
6806,25013,1
6807,0,2
6808,140785,2
6809,0,1
6810,0,2
6811,12020,1
6812,12000,1
6813,0,2
6814,0,1
6815,0,2
6816,295532,2
6817,0,1
6818,0,2
6819,0,1
6820,44027,2
6821,0,1
6822,31201,1
6823,20003,1
6824,12000,1
6825,8000,2
6826,0,1
6827,0,1
6828,53008,1
6829,0,1
6830,0,1
6831,24000,2
6832,16000,2
6833,25000,2
6834,121502,1
6835,35000,2
6836,150333,1
6837,0,2
6838,20000,1
6839,0,2
6840,0,1
6841,140953,1
6842,0,2
6843,183551,1
6844,0,2
6845,70000,1
6846,170000,2
6847,68522,1
6848,0,1
6849,25000,2
6850,40060,2
6851,6309,2
6852,0,2
6853,20000,1
6854,0,2
6855,0,2
6856,0,1
6857,49066,1
6858,95544,1
6859,85000,2
6860,162819,2
6861,0,1
6862,394100,2
6863,96475,2
6864,35075,1
6865,0,1
6866,0,2
6867,0,1
6868,56620,1
6869,50222,2
6870,75001,2
6871,0,1
6872,0,2
6873,0,2
6874,151561,1
6875,0,2
6876,0,2
6877,0,1
6878,0,1
6879,12100,2
6880,5570,2
6881,0,2
6882,5570,2
6883,0,2
6884,5570,2
6885,145002,1
6886,66503,2
6887,282006,1
6888,81195,2
6889,0,1
6890,370275,1
6891,26000,2
6892,182002,1
6893,0,2
6894,0,1
6895,0,2
6896,0,2
6897,0,2
6898,62701,2
6899,0,1
6900,10000,1
6901,382411,1
6902,0,2
6903,0,1
6904,50005,1
6905,48100,2
6906,40050,1
6907,3501,2
6908,107476,1
6909,121002,2
6910,102425,1
6911,85000,1
6912,30500,1
6913,5000,1
6914,0,2
6915,60662,2
6916,0,2
6917,0,2
6918,181568,1
6919,0,2
6920,127010,2
6921,160416,2
6922,0,1
6923,90080,1
6924,85637,1
6925,105032,2
6926,90620,2
6927,40030,2
6928,0,2
6929,50000,2
6930,13212,2
6931,0,2
6932,0,1
6933,13001,1
6934,0,2
6935,26500,2
6936,25000,1
6937,73963,2
6938,0,1
6939,12000,2
6940,0,2
6941,134212,2
6942,15000,1
6943,0,2
6944,0,1
6945,0,2
6946,37199,1
6947,20020,2
6948,248173,1
6949,36290,1
6950,12000,1
6951,0,2
6952,16001,2
6953,83001,2
6954,0,2
6955,0,1
6956,0,2
6957,144642,2
6958,15000,1
6959,24320,1
6960,0,2
6961,27000,1
6962,0,2
6963,1101,2
6964,0,2
6965,40000,1
6966,4676,1
6967,54551,1
6968,0,2
6969,206841,1
6970,0,2
6971,30000,1
6972,9600,2
6973,0,2
6974,0,1
6975,73002,1
6976,0,2
6977,0,1
6978,25000,2
6979,0,1
6980,0,1
6981,0,2
6982,25000,2
6983,20238,2
6984,50000,2
6985,192221,1
6986,90150,1
6987,0,1
6988,132500,1
6989,6603,2
6990,0,2
6991,25890,1
6992,0,2
6993,0,2
6994,22880,2
6995,0,1
6996,99001,1
6997,311490,1
6998,0,2
6999,9600,1
7000,103001,2
7001,77012,2
7002,261398,1
7003,0,2
7004,0,1
7005,0,2
7006,100725,2
7007,45000,2
7008,23000,1
7009,82829,1
7010,0,2
7011,55002,1
7012,0,2
7013,0,2
7014,15310,1
7015,30000,1
7016,15602,1
7017,18000,2
7018,0,1
7019,0,1
7020,16802,2
7021,0,1
7022,0,1
7023,0,2
7024,0,1
7025,20000,1
7026,0,2
7027,0,2
7028,0,2
7029,46206,1
7030,44011,2
7031,50961,2
7032,165510,1
7033,0,2
7034,0,2
7035,111824,2
7036,0,1
7037,0,2
7038,0,1
7039,150055,2
7040,93001,2
7041,0,1
7042,0,2
7043,30000,2
7044,150000,2
7045,0,2
7046,0,1
7047,0,1
7048,30002,2
7049,95145,2
7050,0,1
7051,59003,1
7052,45000,2
7053,67843,1
7054,84503,2
7055,91014,1
7056,0,2
7057,12000,1
7058,0,1
7059,144086,2
7060,0,1
7061,36332,2
7062,90104,2
7063,0,1
7064,40011,2
7065,0,2
7066,0,1
7067,50500,1
7068,3650,2
7069,0,1
7070,163003,2
7071,0,1
7072,0,2
7073,0,1
7074,0,1
7075,0,1
7076,0,1
7077,0,1
7078,75536,2
7079,0,1
7080,29000,1
7081,76054,2
7082,12400,2
7083,9880,2
7084,15000,2
7085,0,2
7086,0,1
7087,0,2
7088,18000,1
7089,15401,2
7090,12000,2
7091,0,1
7092,0,1
7093,25000,2
7094,0,2
7095,33450,2
7096,13176,2
7097,56601,2
7098,10000,2
7099,38269,1
7100,0,2
7101,0,2
7102,50800,1
7103,0,2
7104,232175,2
7105,0,1
7106,0,2
7107,0,1
7108,0,1
7109,123704,2
7110,0,1
7111,0,1
7112,0,1
7113,54238,2
7114,0,1
7115,203306,1
7116,0,2
7117,0,1
7118,0,2
7119,124425,2
7120,0,1
7121,0,1
7122,0,1
7123,11654,1
7124,0,2
7125,24040,2
7126,32670,1
7127,59424,2
7128,52454,2
7129,42003,1
7130,40132,2
7131,16738,1
7132,0,2
7133,10010,2
7134,50410,1
7135,0,2
7136,2160,1
7137,0,1
7138,160824,2
7139,0,1
7140,0,2
7141,0,1
7142,0,1
7143,0,2
7144,0,2
7145,50010,2
7146,153314,2
7147,3227,1
7148,90002,2
7149,0,1
7150,5000,2
7151,0,1
7152,322079,1
7153,0,2
7154,47587,1
7155,0,2
7156,0,1
7157,0,2
7158,26211,2
7159,0,2
7160,38510,2
7161,0,1
7162,0,2
7163,2102,2
7164,0,2
7165,0,2
7166,28883,1
7167,0,2
7168,0,1
7169,17001,2
7170,0,1
7171,269526,2
7172,0,1
7173,0,1
7174,0,1
7175,0,2
7176,53500,1
7177,180000,1
7178,27000,2
7179,15200,1
7180,216321,1
7181,0,2
7182,41007,1
7183,35009,1
7184,110889,1
7185,0,2
7186,18994,1
7187,52882,2
7188,2652,2
7189,99973,1
7190,0,2
7191,0,2
7192,0,2
7193,170101,1
7194,0,2
7195,0,2
7196,0,1
7197,0,1
7198,0,2
7199,23000,2
7200,0,2
7201,56146,1
7202,0,2
7203,0,1
7204,21176,1
7205,36742,1
7206,0,2
7207,0,2
7208,225451,1
7209,0,2
7210,0,2
7211,0,1
7212,0,2
7213,0,1
7214,0,1
7215,48000,1
7216,14506,2
7217,0,1
7218,0,1
7219,1600,2
7220,0,2
7221,0,1
7222,0,2
7223,75322,1
7224,138603,2
7225,0,1
7226,0,2
7227,0,1
7228,51000,2
7229,0,2
7230,0,2
7231,82502,2
7232,78988,1
7233,0,2
7234,0,1
7235,31896,1
7236,60487,2
7237,2000,2
7238,0,1
7239,270746,1
7240,0,2
7241,0,2
7242,0,2
7243,0,1
7244,0,2
7245,0,1
7246,37783,2
7247,29741,2
7248,414278,2
7249,0,1
7250,194206,2
7251,0,1
7252,0,2
7253,0,1
7254,24240,2
7255,8153,2
7256,96468,2
7257,0,1
7258,42162,2
7259,60000,1
7260,0,2
7261,0,2
7262,40000,2
7263,15001,2
7264,23801,1
7265,23801,1
7266,0,1
7267,15071,2
7268,0,1
7269,452000,1
7270,0,2
7271,111001,1
7272,285150,1
7273,0,2
7274,25000,2
7275,6700,1
7276,0,2
7277,0,1
7278,100000,1
7279,0,2
7280,0,1
7281,0,2
7282,0,1
7283,0,2
7284,0,1
7285,35000,2
7286,18717,2
7287,13000,2
7288,0,2
7289,35000,1
7290,24277,2
7291,57004,2
7292,348126,1
7293,0,2
7294,13029,1
7295,4200,1
7296,56900,1
7297,12919,2
7298,0,1
7299,12480,2
7300,0,1
7301,0,2
7302,0,2
7303,2300,2
7304,8000,2
7305,75032,1
7306,0,2
7307,50240,2
7308,15000,2
7309,118251,1
7310,0,2
7311,0,1
7312,138527,1
7313,0,2
7314,0,2
7315,0,1
7316,32061,2
7317,28595,2
7318,0,1
7319,0,2
7320,0,1
7321,12000,1
7322,17000,1
7323,0,1
7324,67021,2
7325,0,1
7326,21000,2
7327,0,2
7328,0,1
7329,0,1
7330,50000,1
7331,0,2
7332,0,1
7333,20000,2
7334,0,1
7335,0,2
7336,0,2
7337,23401,1
7338,46001,2
7339,0,1
7340,12000,1
7341,113630,1
7342,0,2
7343,106120,1
7344,0,2
7345,0,1
7346,0,1
7347,0,1
7348,0,1
7349,0,1
7350,75150,2
7351,36500,1
7352,0,1
7353,30001,1
7354,35001,2
7355,50500,2
7356,70054,2
7357,67100,2
7358,150125,1
7359,0,2
7360,29122,2
7361,3000,2
7362,247005,2
7363,0,1
7364,0,2
7365,0,1
7366,0,2
7367,20000,2
7368,55000,1
7369,0,1
7370,0,2
7371,5000,2
7372,0,2
7373,0,1
7374,0,1
7375,11003,2
7376,0,1
7377,0,1
7378,0,1
7379,15003,1
7380,0,1
7381,74000,1
7382,96160,1
7383,76254,2
7384,0,1
7385,0,2
7386,0,1
7387,61620,1
7388,0,2
7389,0,2
7390,202534,2
7391,0,1
7392,38837,2
7393,0,1
7394,4000,1
7395,53000,1
7396,0,2
7397,41000,1
7398,116782,1
7399,135046,2
7400,0,2
7401,0,1
7402,226950,1
7403,0,2
7404,0,2
7405,0,1
7406,0,2
7407,220360,1
7408,0,2
7409,0,1
7410,356606,2
7411,0,1
7412,0,1
7413,0,1
7414,0,2
7415,58002,1
7416,0,2
7417,0,2
7418,0,2
7419,0,2
7420,62015,2
7421,101610,2
7422,0,2
7423,0,2
7424,154251,1
7425,0,2
7426,0,2
7427,50000,1
7428,0,2
7429,0,2
7430,112820,2
7431,0,1
7432,7300,1
7433,75000,1
7434,0,2
7435,0,2
7436,0,1
7437,0,2
7438,0,1
7439,93001,1
7440,0,2
7441,0,2
7442,0,2
7443,0,2
7444,0,1
7445,1607,2
7446,149500,1
7447,0,2
7448,93001,1
7449,0,2
7450,0,1
7451,0,2
7452,0,2
7453,0,2
7454,3203,2
7455,0,2
7456,0,2
7457,0,1
7458,0,2
7459,355090,2
7460,0,1
7461,0,2
7462,0,1
7463,0,2
7464,131222,1
7465,0,2
7466,0,1
7467,43000,1
7468,0,2
7469,0,1
7470,0,2
7471,0,1
7472,0,1
7473,2015,1
7474,37174,1
7475,32002,1
7476,25001,2
7477,0,2
7478,90000,1
7479,55000,2
7480,103161,1
7481,0,2
7482,32001,1
7483,85599,2
7484,0,1
7485,0,1
7486,19350,1
7487,0,2
7488,109936,1
7489,0,2
7490,15500,1
7491,48889,1
7492,0,2
7493,32000,1
7494,141810,1
7495,0,2
7496,0,1
7497,90275,1
7498,0,1
7499,0,2
7500,2400,1
7501,265021,2
7502,0,1
7503,0,1
7504,0,1
7505,3151,1
7506,226901,2
7507,0,1
7508,90040,1
7509,0,2
7510,52011,2
7511,0,2
7512,0,1
7513,105001,1
7514,190012,2
7515,0,1
7516,2000,1
7517,5964,2
7518,2492,1
7519,90900,1
7520,0,2
7521,0,1
7522,240071,1
7523,0,2
7524,0,2
7525,0,1
7526,14041,2
7527,177616,1
7528,130380,2
7529,0,1
7530,0,1
7531,7000,1
7532,0,2
7533,24000,2
7534,0,2
7535,75000,2
7536,0,1
7537,0,1
7538,0,1
7539,0,2
7540,131241,1
7541,0,2
7542,0,1
7543,0,2
7544,45102,2
7545,0,1
7546,0,2
7547,0,2
7548,21000,1
7549,0,1
7550,0,2
7551,85400,1
7552,26161,2
7553,30552,1
7554,17001,1
7555,20001,2
7556,0,2
7557,81913,2
7558,95024,2
7559,0,1
7560,0,2
7561,0,1
7562,0,1
7563,0,2
7564,50001,1
7565,0,2
7566,0,1
7567,0,1
7568,14000,2
7569,0,1
7570,0,1
7571,53235,2
7572,0,1
7573,66625,2
7574,14007,1
7575,0,1
7576,96100,2
7577,0,1
7578,0,2
7579,108014,1
7580,129045,1
7581,0,2
7582,85021,2
7583,116056,1
7584,0,2
7585,45000,2
7586,0,2
7587,25000,2
7588,0,2
7589,0,1
7590,0,2
7591,61017,1
7592,0,2
7593,0,2
7594,6500,2
7595,14000,2
7596,16000,1
7597,0,2
7598,0,1
7599,0,1
7600,97000,2
7601,0,1
7602,0,1
7603,12000,2
7604,0,2
7605,0,2
7606,14000,2
7607,8000,1
7608,0,1
7609,0,1
7610,0,1
7611,0,1
7612,21000,2
7613,0,1
7614,28001,1
7615,24301,2
7616,0,1
7617,0,2
7618,29300,2
7619,0,2
7620,0,1
7621,67024,1
7622,0,2
7623,65001,1
7624,0,1
7625,10000,2
7626,0,2
7627,173503,1
7628,0,2
7629,15000,1
7630,0,1
7631,0,1
7632,8000,2
7633,90112,2
7634,0,2
7635,0,1
7636,71012,1
7637,12000,2
7638,75000,1
7639,0,2
7640,155220,2
7641,0,1
7642,0,2
7643,0,2
7644,0,1
7645,0,2
7646,0,2
7647,130020,1
7648,0,2
7649,0,2
7650,0,1
7651,0,1
7652,45000,1
7653,95002,2
7654,0,1
7655,19000,1
7656,0,2
7657,0,2
7658,76500,1
7659,54010,1
7660,0,1
7661,0,1
7662,13001,1
7663,90200,2
7664,70000,2
7665,0,2
7666,88800,2
7667,0,1
7668,3570,1
7669,3700,2
7670,47006,1
7671,0,2
7672,0,1
7673,0,1
7674,0,2
7675,58005,2
7676,47005,1
7677,0,1
7678,0,2
7679,23033,2
7680,0,2
7681,0,1
7682,90045,2
7683,0,1
7684,0,1
7685,0,2
7686,75050,2
7687,13000,2
7688,0,2
7689,33000,2
7690,0,1
7691,46468,2
7692,25000,1
7693,0,2
7694,185005,2
7695,0,1
7696,36000,2
7697,227000,2
7698,0,1
7699,64671,2
7700,0,1
7701,20000,2
7702,0,1
7703,25000,2
7704,45851,1
7705,200000,2
7706,0,1
7707,48105,2
7708,0,1
7709,268676,2
7710,0,1
7711,58006,1
7712,0,2
7713,203,1
7714,58010,1
7715,50000,2
7716,34246,2
7717,0,2
7718,74348,2
7719,145022,1
7720,100032,2
7721,52001,1
7722,120040,1
7723,79000,2
7724,3001,1
7725,0,2
7726,0,1
7727,90000,1
7728,0,2
7729,0,1
7730,0,1
7731,0,1
7732,0,2
7733,5001,1
7734,44105,2
7735,15023,1
7736,2900,1
7737,266200,2
7738,0,1
7739,0,1
7740,0,2
7741,68589,2
7742,33535,2
7743,0,2
7744,0,1
7745,6241,2
7746,0,1
7747,0,2
7748,64530,2
7749,0,2
7750,3000,2
7751,40000,1
7752,0,2
7753,0,2
7754,86200,1
7755,0,2
7756,0,2
7757,0,2
7758,213630,1
7759,20001,1
7760,32001,1
7761,0,2
7762,0,1
7763,39222,1
7764,0,2
7765,0,2
7766,0,2
7767,151751,1
7768,0,2
7769,0,2
7770,0,1
7771,0,1
7772,0,1
7773,0,1
7774,0,2
7775,36921,1
7776,161316,1
7777,0,2
7778,0,1
7779,0,1
7780,0,1
7781,0,2
7782,120115,1
7783,70892,2
7784,32280,2
7785,10000,1
7786,0,1
7787,25093,1
7788,1000,2
7789,0,1
7790,145260,2
7791,0,1
7792,0,1
7793,0,1
7794,0,2
7795,0,1
7796,273385,2
7797,0,1
7798,5000,1
7799,11502,1
7800,22580,1
7801,0,2
7802,62233,2
7803,394900,2
7804,0,1
7805,30075,1
7806,30870,2
7807,200520,1
7808,0,2
7809,35000,1
7810,19674,2
7811,120867,1
7812,0,2
7813,80000,1
7814,21502,2
7815,0,1
7816,0,2
7817,0,2
7818,0,2
7819,157906,1
7820,0,2
7821,132755,1
7822,0,2
7823,88197,1
7824,13515,2
7825,0,1
7826,75531,2
7827,0,1
7828,0,2
7829,13106,2
7830,0,2
7831,56160,2
7832,0,2
7833,37006,1
7834,0,2
7835,0,1
7836,0,1
7837,25001,2
7838,47150,2
7839,175111,1
7840,0,2
7841,0,2
7842,0,1
7843,0,2
7844,64049,1
7845,0,2
7846,0,1
7847,0,2
7848,402220,1
7849,0,2
7850,0,2
7851,0,1
7852,70458,2
7853,455440,2
7854,0,1
7855,0,1
7856,3435,1
7857,0,1
7858,200228,2
7859,0,1
7860,18050,1
7861,44204,1
7862,0,2
7863,8000,2
7864,20000,2
7865,0,1
7866,66108,1
7867,0,2
7868,50010,2
7869,0,2
7870,0,2
7871,0,1
7872,148200,1
7873,0,2
7874,15900,2
7875,8858,1
7876,86687,1
7877,0,2
7878,0,1
7879,111550,1
7880,0,2
7881,0,1
7882,67015,1
7883,73100,2
7884,15007,2
7885,10000,1
7886,0,1
7887,29513,1
7888,0,2
7889,210615,2
7890,0,1
7891,33321,2
7892,0,1
7893,22016,2
7894,135600,2
7895,0,1
7896,0,1
7897,0,1
7898,32100,2
7899,60001,1
7900,0,1
7901,0,1
7902,0,2
7903,5000,2
7904,0,1
7905,111544,2
7906,40011,1
7907,0,2
7908,111161,2
7909,0,1
7910,0,1
7911,14000,2
7912,36127,1
7913,0,2
7914,9009,1
7915,73150,1
7916,38576,1
7917,39269,1
7918,0,2
7919,0,1
7920,9361,1
7921,0,1
7922,205318,2
7923,0,1
7924,0,1
7925,112290,1
7926,0,2
7927,80000,1
7928,1859,1
7929,0,2
7930,18000,1
7931,75015,2
7932,78608,2
7933,0,1
7934,44003,2
7935,0,1
7936,172809,1
7937,0,2
7938,4000,1
7939,0,1
7940,0,2
7941,185582,1
7942,0,2
7943,171500,1
7944,0,2
7945,0,2
7946,0,2
7947,5726,1
7948,0,2
7949,32527,2
7950,0,2
7951,0,1
7952,25000,2
7953,0,2
7954,0,2
7955,0,2
7956,35000,1
7957,0,1
7958,78038,2
7959,0,1
7960,90626,2
7961,0,1
7962,0,2
7963,0,1
7964,0,2
7965,0,2
7966,186416,1
7967,0,2
7968,102918,2
7969,187127,2
7970,0,1
7971,0,2
7972,0,2
7973,58030,2
7974,0,1
7975,0,2
7976,25001,1
7977,50943,1
7978,0,2
7979,32000,1
7980,56001,2
7981,138000,1
7982,0,2
7983,110548,1
7984,0,2
7985,30502,1
7986,0,2
7987,0,1
7988,0,1
7989,0,1
7990,90600,1
7991,100016,2
7992,33691,1
7993,184126,2
7994,0,1
7995,160966,2
7996,0,1
7997,10000,1
7998,0,1
7999,185113,1
8000,0,2
8001,0,2
8002,40312,1
8003,0,2
8004,122560,1
8005,0,2
8006,299450,1
8007,0,2
8008,33040,2
8009,15000,1
8010,0,2
8011,559015,1
8012,0,2
8013,0,2
8014,0,2
8015,0,2
8016,0,2
8017,0,1
8018,28500,2
8019,0,2
8020,0,2
8021,0,1
8022,3350,2
8023,29005,2
8024,0,1
8025,138600,1
8026,37001,2
8027,20001,2
8028,0,2
8029,0,1
8030,0,2
8031,0,1
8032,11700,1
8033,163006,2
8034,0,1
8035,0,2
8036,0,1
8037,50010,2
8038,0,1
8039,0,2
8040,0,2
8041,0,1
8042,186810,2
8043,0,1
8044,35002,2
8045,0,1
8046,65950,1
8047,0,1
8048,44000,1
8049,0,1
8050,160211,2
8051,0,1
8052,12480,1
8053,0,2
8054,38000,1
8055,44961,2
8056,0,2
8057,0,1
8058,0,1
8059,39951,2
8060,31010,2
8061,0,1
8062,95625,1
8063,25825,2
8064,53610,1
8065,10003,2
8066,0,2
8067,0,2
8068,40610,2
8069,30000,2
8070,0,1
8071,37000,1
8072,0,2
8073,45000,1
8074,11700,2
8075,0,1
8076,0,2
8077,26001,2
8078,0,1
8079,0,2
8080,0,2
8081,24001,1
8082,89075,2
8083,0,1
8084,0,1
8085,0,1
8086,0,2
8087,0,1
8088,0,2
8089,0,1
8090,0,2
8091,20800,1
8092,35000,2
8093,3008,1
8094,36400,2
8095,0,1
8096,6011,2
8097,0,1
8098,0,2
8099,0,2
8100,62770,2
8101,20000,2
8102,0,2
8103,28000,1
8104,20000,2
8105,0,1
8106,0,1
8107,98072,2
8108,0,1
8109,15000,1
8110,0,2
8111,240010,2
8112,0,1
8113,2000,1
8114,0,1
8115,0,2
8116,162701,1
8117,0,2
8118,14550,2
8119,59000,1
8120,0,2
8121,0,1
8122,179003,1
8123,0,2
8124,0,1
8125,0,2
8126,0,2
8127,0,2
8128,46300,2
8129,0,1
8130,0,1
8131,95761,1
8132,0,2
8133,0,2
8134,0,1
8135,8001,2
8136,27000,2
8137,258151,2
8138,0,1
8139,0,1
8140,0,2
8141,759105,1
8142,0,2
8143,0,2
8144,50030,1
8145,0,1
8146,24500,1
8147,0,2
8148,0,2
8149,0,2
8150,0,2
8151,0,2
8152,86002,1
8153,0,2
8154,20500,2
8155,2160,2
8156,0,2
8157,0,1
8158,120101,2
8159,0,1
8160,0,2
8161,151500,1
8162,0,2
8163,0,2
8164,0,1
8165,5112,2
8166,0,2
8167,0,1
8168,143492,1
8169,0,2
8170,9405,2
8171,0,1
8172,76051,1
8173,0,2
8174,0,1
8175,0,2
8176,116957,2
8177,0,1
8178,0,2
8179,85005,2
8180,0,1
8181,0,1
8182,70701,1
8183,0,2
8184,0,2
8185,0,1
8186,25005,1
8187,0,2
8188,123028,1
8189,160400,2
8190,0,2
8191,0,2
8192,220187,2
8193,0,1
8194,0,1
8195,0,1
8196,127030,2
8197,0,1
8198,0,2
8199,0,1
8200,0,1
8201,0,2
8202,1111763,2
8203,0,1
8204,33535,2
8205,42825,2
8206,0,2
8207,17000,1
8208,0,2
8209,51804,2
8210,157045,1
8211,0,2
8212,117504,2
8213,0,1
8214,0,1
8215,10800,2
8216,14402,2
8217,0,2
8218,0,1
8219,0,1
8220,0,2
8221,254556,2
8222,0,1
8223,0,1
8224,0,1
8225,66886,2
8226,11596,2
8227,0,2
8228,0,2
8229,158427,1
8230,0,2
8231,5102,2
8232,110889,2
8233,0,1
8234,147128,2
8235,0,1
8236,11150,1
